Constituent,Julian_day,Seg_50 ,Seg_51 ,Seg_52 ,Seg_77 ,Seg_78 ,Seg_79 ,Seg_72 ,Seg_107,
Temperature,   316.336,      14.117,      14.157,      14.168,      14.094,      14.157,      13.503,      14.022,      13.975,
Temperature,   316.378,      14.114,      14.154,      14.163,      14.094,      14.155,      13.501,      14.019,      13.977,
Temperature,   316.420,      14.123,      14.165,      14.168,      14.101,      14.163,      13.507,      14.022,      13.980,
Temperature,   316.461,      14.144,      14.186,      14.185,      14.113,      14.178,      13.518,      14.030,      13.985,
Temperature,   316.503,      14.171,      14.214,      14.205,      14.127,      14.190,      13.531,      14.040,      13.992,
Temperature,   316.545,      14.198,      14.245,      14.227,      14.137,      14.200,      13.546,      14.051,      14.002,
Temperature,   316.586,      14.223,      14.270,      14.248,      14.146,      14.212,      13.560,      14.061,      14.009,
Temperature,   316.628,      14.243,      14.290,      14.265,      14.153,      14.218,      13.572,      14.071,      14.016,
Temperature,   316.670,      14.254,      14.303,      14.276,      14.158,      14.221,      13.580,      14.078,      14.023,
Temperature,   316.711,      14.250,      14.306,      14.279,      14.157,      14.225,      13.580,      14.078,      14.024,
Temperature,   316.753,      14.235,      14.297,      14.274,      14.151,      14.225,      13.575,      14.073,      14.019,
Temperature,   316.794,      14.221,      14.281,      14.256,      14.148,      14.225,      13.567,      14.065,      14.011,
Temperature,   316.836,      14.203,      14.271,      14.254,      14.141,      14.212,      13.561,      14.058,      14.002,
Temperature,   316.878,      14.187,      14.262,      14.248,      14.131,      14.203,      13.552,      14.050,      13.993,
Temperature,   316.920,      14.171,      14.255,      14.241,      14.122,      14.194,      13.541,      14.042,      13.984,
Temperature,   316.961,      14.162,      14.243,      14.234,      14.107,      14.169,      13.532,      14.035,      13.976,
Temperature,   317.003,      14.158,      14.230,      14.224,      14.092,      14.156,      13.523,      14.029,      13.969,
Temperature,   317.045,      14.152,      14.218,      14.214,      14.084,      14.151,      13.513,      14.021,      13.960,
Temperature,   317.086,      14.138,      14.202,      14.201,      14.079,      14.146,      13.504,      14.013,      13.951,
Temperature,   317.128,      14.118,      14.181,      14.186,      14.074,      14.140,      13.494,      14.006,      13.940,
Temperature,   317.170,      14.097,      14.155,      14.165,      14.068,      14.134,      13.484,      13.997,      13.930,
Temperature,   317.211,      14.075,      14.135,      14.147,      14.061,      14.126,      13.474,      13.989,      13.920,
Temperature,   317.253,      14.055,      14.118,      14.113,      14.053,      14.116,      13.464,      13.981,      13.912,
Temperature,   317.295,      14.038,      14.100,      14.106,      14.044,      14.105,      13.455,      13.974,      13.906,
Temperature,   317.336,      14.024,      14.080,      14.086,      14.037,      14.098,      13.446,      13.967,      13.903,
Temperature,   317.378,      14.015,      14.072,      14.076,      14.033,      14.094,      13.440,      13.961,      13.902,
Temperature,   317.420,      14.009,      14.067,      14.068,      14.032,      14.093,      13.437,      13.957,      13.903,
Temperature,   317.461,      14.012,      14.072,      14.073,      14.034,      14.094,      13.439,      13.957,      13.906,
Temperature,   317.503,      14.022,      14.081,      14.082,      14.038,      14.100,      13.445,      13.960,      13.911,
Temperature,   317.545,      14.034,      14.089,      14.094,      14.044,      14.107,      13.453,      13.966,      13.915,
Temperature,   317.586,      14.043,      14.108,      14.098,      14.049,      14.112,      13.460,      13.970,      13.918,
Temperature,   317.628,      14.047,      14.115,      14.110,      14.051,      14.116,      13.463,      13.973,      13.919,
Temperature,   317.670,      14.051,      14.120,      14.110,      14.055,      14.123,      13.464,      13.972,      13.918,
Temperature,   317.711,      14.051,      14.121,      14.110,      14.053,      14.114,      13.462,      13.970,      13.915,
Temperature,   317.753,      14.043,      14.114,      14.104,      14.043,      14.106,      13.455,      13.965,      13.911,
Temperature,   317.795,      14.027,      14.091,      14.082,      14.038,      14.108,      13.447,      13.959,      13.905,
Temperature,   317.836,      14.017,      14.086,      14.069,      14.033,      14.099,      13.444,      13.953,      13.900,
Temperature,   317.878,      14.004,      14.073,      14.073,      14.023,      14.082,      13.438,      13.947,      13.895,
Temperature,   317.920,      13.976,      14.047,      14.051,      14.009,      14.061,      13.429,      13.941,      13.888,
Temperature,   317.961,      13.968,      14.022,      14.032,      13.994,      14.052,      13.421,      13.932,      13.883,
Temperature,   318.003,      13.963,      14.020,      14.015,      13.988,      14.046,      13.412,      13.924,      13.876,
Temperature,   318.045,      13.939,      14.003,      14.006,      13.982,      14.039,      13.402,      13.916,      13.869,
Temperature,   318.086,      13.910,      13.976,      13.983,      13.976,      14.032,      13.392,      13.908,      13.860,
Temperature,   318.128,      13.881,      13.940,      13.963,      13.968,      14.025,      13.382,      13.898,      13.849,
Temperature,   318.170,      13.855,      13.926,      13.931,      13.959,      14.014,      13.372,      13.887,      13.839,
Temperature,   318.211,      13.830,      13.900,      13.913,      13.949,      14.002,      13.363,      13.878,      13.830,
Temperature,   318.253,      13.809,      13.871,      13.888,      13.940,      13.991,      13.353,      13.871,      13.822,
Temperature,   318.295,      13.786,      13.858,      13.863,      13.931,      13.982,      13.343,      13.864,      13.815,
Temperature,   318.336,      13.774,      13.848,      13.843,      13.923,      13.975,      13.336,      13.856,      13.808,
Temperature,   318.378,      13.769,      13.842,      13.845,      13.918,      13.967,      13.332,      13.850,      13.805,
Temperature,   318.420,      13.770,      13.835,      13.848,      13.915,      13.963,      13.333,      13.849,      13.805,
Temperature,   318.461,      13.781,      13.850,      13.852,      13.917,      13.966,      13.340,      13.852,      13.809,
Temperature,   318.503,      13.800,      13.870,      13.874,      13.923,      13.973,      13.351,      13.859,      13.815,
Temperature,   318.545,      13.819,      13.892,      13.888,      13.930,      13.982,      13.364,      13.868,      13.822,
Temperature,   318.586,      13.840,      13.915,      13.903,      13.937,      13.989,      13.376,      13.876,      13.828,
Temperature,   318.628,      13.853,      13.931,      13.914,      13.941,      13.994,      13.386,      13.883,      13.832,
Temperature,   318.670,      13.859,      13.942,      13.921,      13.943,      13.996,      13.392,      13.885,      13.833,
Temperature,   318.711,      13.852,      13.930,      13.921,      13.942,      13.997,      13.395,      13.882,      13.832,
Temperature,   318.753,      13.842,      13.923,      13.904,      13.942,      13.998,      13.404,      13.877,      13.828,
Temperature,   318.795,      13.835,      13.899,      13.870,      13.939,      13.991,      13.413,      13.870,      13.824,
Temperature,   318.836,      13.818,      13.888,      13.874,      13.931,      13.981,      13.418,      13.862,      13.819,
Temperature,   318.878,      13.783,      13.870,      13.868,      13.922,      13.971,      13.420,      13.854,      13.814,
Temperature,   318.920,      13.767,      13.863,      13.851,      13.911,      13.955,      13.417,      13.846,      13.810,
Temperature,   318.961,      13.753,      13.842,      13.843,      13.899,      13.938,      13.409,      13.839,      13.805,
Temperature,   319.003,      13.716,      13.812,      13.809,      13.889,      13.930,      13.400,      13.831,      13.801,
Temperature,   319.045,      13.696,      13.791,      13.800,      13.883,      13.927,      13.390,      13.824,      13.795,
Temperature,   319.086,      13.662,      13.759,      13.766,      13.878,      13.923,      13.381,      13.815,      13.788,
Temperature,   319.128,      13.628,      13.723,      13.727,      13.873,      13.916,      13.372,      13.805,      13.780,
Temperature,   319.170,      13.607,      13.706,      13.709,      13.866,      13.908,      13.363,      13.794,      13.770,
Temperature,   319.211,      13.585,      13.677,      13.704,      13.858,      13.899,      13.354,      13.784,      13.760,
Temperature,   319.253,      13.558,      13.662,      13.675,      13.849,      13.889,      13.345,      13.775,      13.751,
Temperature,   319.295,      13.541,      13.644,      13.629,      13.840,      13.880,      13.337,      13.767,      13.742,
Temperature,   319.336,      13.533,      13.636,      13.637,      13.834,      13.879,      13.346,      13.760,      13.735,
Temperature,   319.378,      13.520,      13.616,      13.621,      13.832,      13.874,      13.361,      13.757,      13.730,
Temperature,   319.419,      13.527,      13.620,      13.613,      13.830,      13.869,      13.377,      13.758,      13.730,
Temperature,   319.461,      13.553,      13.645,      13.625,      13.829,      13.861,      13.386,      13.763,      13.733,
Temperature,   319.503,      13.572,      13.653,      13.669,      13.828,      13.865,      13.397,      13.769,      13.740,
Temperature,   319.544,      13.594,      13.689,      13.677,      13.836,      13.882,      13.417,      13.777,      13.748,
Temperature,   319.586,      13.623,      13.730,      13.689,      13.846,      13.885,      13.430,      13.785,      13.755,
Temperature,   319.628,      13.645,      13.753,      13.727,      13.850,      13.893,      13.440,      13.791,      13.761,
Temperature,   319.670,      13.652,      13.761,      13.713,      13.853,      13.896,      13.445,      13.793,      13.762,
Temperature,   319.711,      13.658,      13.768,      13.738,      13.852,      13.902,      13.447,      13.790,      13.759,
Temperature,   319.753,      13.652,      13.765,      13.740,      13.850,      13.903,      13.447,      13.782,      13.753,
Temperature,   319.794,      13.648,      13.752,      13.716,      13.845,      13.889,      13.443,      13.774,      13.746,
Temperature,   319.836,      13.641,      13.753,      13.695,      13.836,      13.877,      13.435,      13.767,      13.738,
Temperature,   319.878,      13.629,      13.747,      13.722,      13.826,      13.867,      13.425,      13.759,      13.730,
Temperature,   319.920,      13.624,      13.737,      13.717,      13.817,      13.856,      13.418,      13.751,      13.724,
Temperature,   319.961,      13.638,      13.731,      13.706,      13.806,      13.840,      13.408,      13.743,      13.719,
Temperature,   320.003,      13.627,      13.711,      13.695,      13.795,      13.831,      13.399,      13.735,      13.712,
Temperature,   320.045,      13.595,      13.682,      13.667,      13.787,      13.824,      13.389,      13.728,      13.706,
Temperature,   320.086,      13.562,      13.640,      13.652,      13.780,      13.818,      13.380,      13.720,      13.699,
Temperature,   320.128,      13.531,      13.621,      13.630,      13.773,      13.811,      13.370,      13.710,      13.691,
Temperature,   320.170,      13.511,      13.589,      13.617,      13.765,      13.802,      13.360,      13.699,      13.682,
Temperature,   320.211,      13.491,      13.585,      13.589,      13.757,      13.792,      13.349,      13.689,      13.672,
Temperature,   320.253,      13.472,      13.560,      13.565,      13.749,      13.783,      13.340,      13.679,      13.663,
Temperature,   320.295,      13.459,      13.555,      13.534,      13.741,      13.773,      13.329,      13.669,      13.654,
Temperature,   320.336,      13.443,      13.533,      13.513,      13.733,      13.765,      13.320,      13.660,      13.646,
Temperature,   320.378,      13.438,      13.525,      13.523,      13.729,      13.760,      13.315,      13.654,      13.641,
Temperature,   320.420,      13.447,      13.535,      13.524,      13.728,      13.760,      13.314,      13.651,      13.640,
Temperature,   320.461,      13.464,      13.544,      13.546,      13.731,      13.764,      13.320,      13.654,      13.644,
Temperature,   320.503,      13.486,      13.562,      13.560,      13.737,      13.772,      13.330,      13.659,      13.650,
Temperature,   320.545,      13.509,      13.589,      13.576,      13.743,      13.780,      13.342,      13.666,      13.656,
Temperature,   320.586,      13.527,      13.617,      13.608,      13.748,      13.787,      13.353,      13.672,      13.660,
Temperature,   320.628,      13.541,      13.644,      13.636,      13.750,      13.790,      13.362,      13.677,      13.662,
Temperature,   320.670,      13.549,      13.674,      13.649,      13.750,      13.791,      13.366,      13.679,      13.659,
Temperature,   320.711,      13.548,      13.694,      13.674,      13.748,      13.789,      13.365,      13.678,      13.654,
Temperature,   320.753,      13.551,      13.710,      13.676,      13.747,      13.792,      13.366,      13.672,      13.649,
Temperature,   320.794,      13.549,      13.710,      13.674,      13.745,      13.786,      13.367,      13.666,      13.645,
Temperature,   320.836,      13.547,      13.692,      13.660,      13.739,      13.777,      13.365,      13.658,      13.639,
Temperature,   320.878,      13.536,      13.668,      13.633,      13.731,      13.767,      13.359,      13.649,      13.633,
Temperature,   320.920,      13.518,      13.648,      13.613,      13.722,      13.756,      13.355,      13.640,      13.628,
Temperature,   320.961,      13.490,      13.632,      13.615,      13.712,      13.738,      13.346,      13.632,      13.622,
Temperature,   321.003,      13.467,      13.610,      13.585,      13.702,      13.735,      13.339,      13.624,      13.616,
Temperature,   321.045,      13.477,      13.600,      13.590,      13.695,      13.720,      13.329,      13.617,      13.610,
Temperature,   321.086,      13.446,      13.566,      13.566,      13.685,      13.709,      13.319,      13.609,      13.603,
Temperature,   321.128,      13.407,      13.512,      13.513,      13.674,      13.702,      13.309,      13.601,      13.597,
Temperature,   321.170,      13.395,      13.486,      13.490,      13.666,      13.695,      13.299,      13.591,      13.590,
Temperature,   321.211,      13.348,      13.444,      13.458,      13.659,      13.687,      13.289,      13.582,      13.581,
Temperature,   321.253,      13.285,      13.393,      13.423,      13.651,      13.677,      13.279,      13.573,      13.572,
Temperature,   321.295,      13.233,      13.371,      13.380,      13.643,      13.667,      13.270,      13.564,      13.563,
Temperature,   321.336,      13.184,      13.330,      13.368,      13.635,      13.658,      13.261,      13.556,      13.555,
Temperature,   321.378,      13.180,      13.321,      13.342,      13.631,      13.653,      13.257,      13.551,      13.549,
Temperature,   321.420,      13.185,      13.320,      13.335,      13.630,      13.653,      13.258,      13.550,      13.547,
Temperature,   321.461,      13.197,      13.309,      13.348,      13.633,      13.658,      13.265,      13.554,      13.550,
Temperature,   321.503,      13.216,      13.357,      13.330,      13.640,      13.666,      13.277,      13.561,      13.556,
Temperature,   321.545,      13.255,      13.392,      13.373,      13.647,      13.675,      13.290,      13.569,      13.563,
Temperature,   321.586,      13.260,      13.369,      13.421,      13.653,      13.682,      13.302,      13.577,      13.570,
Temperature,   321.628,      13.266,      13.442,      13.348,      13.655,      13.686,      13.311,      13.581,      13.574,
Temperature,   321.670,      13.284,      13.463,      13.402,      13.653,      13.685,      13.316,      13.583,      13.573,
Temperature,   321.711,      13.282,      13.489,      13.444,      13.649,      13.680,      13.316,      13.580,      13.571,
Temperature,   321.753,      13.289,      13.498,      13.438,      13.644,      13.678,      13.321,      13.573,      13.567,
Temperature,   321.794,      13.298,      13.494,      13.424,      13.641,      13.672,      13.325,      13.564,      13.561,
Temperature,   321.836,      13.311,      13.486,      13.441,      13.635,      13.665,      13.327,      13.554,      13.554,
Temperature,   321.878,      13.320,      13.471,      13.428,      13.627,      13.655,      13.324,      13.544,      13.547,
Temperature,   321.920,      13.323,      13.447,      13.421,      13.617,      13.636,      13.315,      13.534,      13.540,
Temperature,   321.961,      13.324,      13.451,      13.415,      13.604,      13.623,      13.305,      13.525,      13.532,
Temperature,   322.003,      13.336,      13.444,      13.424,      13.591,      13.613,      13.295,      13.515,      13.524,
Temperature,   322.045,      13.344,      13.432,      13.418,      13.580,      13.604,      13.285,      13.506,      13.516,
Temperature,   322.086,      13.346,      13.417,      13.406,      13.572,      13.596,      13.275,      13.498,      13.507,
Temperature,   322.128,      13.340,      13.407,      13.397,      13.564,      13.588,      13.265,      13.489,      13.498,
Temperature,   322.170,      13.331,      13.385,      13.390,      13.555,      13.578,      13.254,      13.479,      13.488,
Temperature,   322.211,      13.316,      13.366,      13.373,      13.546,      13.568,      13.244,      13.469,      13.477,
Temperature,   322.253,      13.302,      13.354,      13.359,      13.537,      13.559,      13.234,      13.458,      13.467,
Temperature,   322.295,      13.289,      13.340,      13.346,      13.528,      13.549,      13.224,      13.448,      13.456,
Temperature,   322.336,      13.277,      13.324,      13.335,      13.521,      13.545,      13.221,      13.439,      13.447,
Temperature,   322.378,      13.274,      13.326,      13.327,      13.519,      13.542,      13.224,      13.435,      13.442,
Temperature,   322.420,      13.282,      13.334,      13.337,      13.521,      13.537,      13.227,      13.436,      13.441,
Temperature,   322.461,      13.298,      13.349,      13.352,      13.524,      13.541,      13.235,      13.442,      13.445,
Temperature,   322.503,      13.317,      13.374,      13.371,      13.529,      13.550,      13.247,      13.450,      13.451,
Temperature,   322.545,      13.339,      13.402,      13.395,      13.538,      13.562,      13.262,      13.460,      13.459,
Temperature,   322.586,      13.355,      13.435,      13.416,      13.547,      13.573,      13.275,      13.469,      13.468,
Temperature,   322.628,      13.356,      13.452,      13.433,      13.553,      13.582,      13.286,      13.475,      13.473,
Temperature,   322.670,      13.345,      13.451,      13.438,      13.555,      13.587,      13.291,      13.477,      13.472,
Temperature,   322.711,      13.331,      13.448,      13.436,      13.552,      13.583,      13.291,      13.475,      13.467,
Temperature,   322.753,      13.319,      13.454,      13.435,      13.548,      13.575,      13.287,      13.470,      13.462,
Temperature,   322.795,      13.301,      13.445,      13.423,      13.542,      13.572,      13.288,      13.462,      13.458,
Temperature,   322.836,      13.284,      13.464,      13.416,      13.538,      13.566,      13.292,      13.454,      13.453,
Temperature,   322.878,      13.270,      13.441,      13.405,      13.532,      13.557,      13.292,      13.446,      13.447,
Temperature,   322.920,      13.261,      13.422,      13.391,      13.524,      13.541,      13.283,      13.437,      13.440,
Temperature,   322.961,      13.266,      13.411,      13.364,      13.514,      13.528,      13.274,      13.429,      13.434,
Temperature,   323.003,      13.249,      13.387,      13.366,      13.503,      13.519,      13.264,      13.420,      13.427,
Temperature,   323.045,      13.229,      13.355,      13.343,      13.494,      13.512,      13.255,      13.412,      13.421,
Temperature,   323.086,      13.220,      13.325,      13.316,      13.488,      13.506,      13.245,      13.404,      13.415,
Temperature,   323.128,      13.210,      13.302,      13.305,      13.483,      13.499,      13.236,      13.396,      13.408,
Temperature,   323.170,      13.200,      13.280,      13.279,      13.476,      13.492,      13.226,      13.388,      13.401,
Temperature,   323.211,      13.189,      13.265,      13.254,      13.469,      13.484,      13.216,      13.380,      13.393,
Temperature,   323.253,      13.174,      13.247,      13.238,      13.461,      13.476,      13.207,      13.371,      13.385,
Temperature,   323.295,      13.159,      13.232,      13.232,      13.453,      13.467,      13.198,      13.362,      13.376,
Temperature,   323.336,      13.145,      13.209,      13.216,      13.446,      13.464,      13.204,      13.354,      13.369,
Temperature,   323.378,      13.143,      13.212,      13.211,      13.444,      13.461,      13.217,      13.351,      13.365,
Temperature,   323.420,      13.149,      13.216,      13.215,      13.447,      13.462,      13.229,      13.353,      13.366,
Temperature,   323.461,      13.166,      13.233,      13.229,      13.452,      13.466,      13.240,      13.360,      13.370,
Temperature,   323.503,      13.189,      13.255,      13.252,      13.459,      13.474,      13.253,      13.369,      13.376,
Temperature,   323.545,      13.215,      13.296,      13.274,      13.466,      13.483,      13.268,      13.380,      13.385,
Temperature,   323.586,      13.236,      13.321,      13.297,      13.472,      13.492,      13.281,      13.389,      13.393,
Temperature,   323.628,      13.255,      13.336,      13.296,      13.478,      13.503,      13.293,      13.396,      13.400,
Temperature,   323.670,      13.252,      13.335,      13.314,      13.479,      13.508,      13.300,      13.399,      13.403,
Temperature,   323.711,      13.231,      13.324,      13.310,      13.474,      13.504,      13.300,      13.398,      13.398,
Temperature,   323.753,      13.214,      13.315,      13.293,      13.466,      13.494,      13.294,      13.393,      13.389,
Temperature,   323.794,      13.203,      13.326,      13.315,      13.460,      13.484,      13.287,      13.388,      13.381,
Temperature,   323.836,      13.193,      13.341,      13.314,      13.453,      13.467,      13.280,      13.382,      13.375,
Temperature,   323.878,      13.181,      13.334,      13.288,      13.443,      13.455,      13.272,      13.375,      13.369,
Temperature,   323.920,      13.176,      13.317,      13.290,      13.432,      13.446,      13.263,      13.367,      13.363,
Temperature,   323.961,      13.169,      13.302,      13.277,      13.422,      13.438,      13.254,      13.359,      13.355,
Temperature,   324.003,      13.160,      13.288,      13.248,      13.414,      13.430,      13.244,      13.350,      13.347,
Temperature,   324.045,      13.148,      13.259,      13.245,      13.408,      13.422,      13.235,      13.341,      13.340,
Temperature,   324.086,      13.136,      13.225,      13.225,      13.403,      13.415,      13.225,      13.333,      13.333,
Temperature,   324.128,      13.121,      13.207,      13.207,      13.397,      13.408,      13.216,      13.325,      13.325,
Temperature,   324.170,      13.099,      13.183,      13.187,      13.390,      13.401,      13.206,      13.316,      13.317,
Temperature,   324.211,      13.077,      13.152,      13.170,      13.382,      13.394,      13.196,      13.307,      13.309,
Temperature,   324.253,      13.049,      13.131,      13.142,      13.374,      13.385,      13.187,      13.297,      13.302,
Temperature,   324.295,      13.034,      13.121,      13.122,      13.365,      13.376,      13.177,      13.288,      13.294,
Temperature,   324.336,      13.023,      13.111,      13.099,      13.357,      13.368,      13.169,      13.281,      13.288,
Temperature,   324.378,      13.021,      13.101,      13.108,      13.353,      13.363,      13.164,      13.277,      13.285,
Temperature,   324.420,      13.025,      13.101,      13.111,      13.353,      13.363,      13.166,      13.277,      13.286,
Temperature,   324.461,      13.041,      13.120,      13.112,      13.356,      13.368,      13.173,      13.281,      13.290,
Temperature,   324.503,      13.067,      13.147,      13.128,      13.362,      13.378,      13.184,      13.288,      13.295,
Temperature,   324.545,      13.094,      13.180,      13.143,      13.369,      13.387,      13.196,      13.297,      13.301,
Temperature,   324.586,      13.117,      13.205,      13.165,      13.375,      13.395,      13.206,      13.303,      13.305,
Temperature,   324.628,      13.128,      13.216,      13.170,      13.378,      13.402,      13.212,      13.307,      13.306,
Temperature,   324.670,      13.124,      13.217,      13.198,      13.377,      13.402,      13.213,      13.307,      13.303,
Temperature,   324.711,      13.116,      13.214,      13.206,      13.371,      13.399,      13.209,      13.303,      13.295,
Temperature,   324.753,      13.113,      13.215,      13.198,      13.368,      13.401,      13.216,      13.297,      13.288,
Temperature,   324.794,      13.109,      13.217,      13.204,      13.364,      13.394,      13.230,      13.290,      13.282,
Temperature,   324.836,      13.103,      13.215,      13.204,      13.360,      13.385,      13.236,      13.282,      13.276,
Temperature,   324.878,      13.102,      13.210,      13.200,      13.354,      13.371,      13.228,      13.275,      13.270,
Temperature,   324.920,      13.102,      13.198,      13.192,      13.346,      13.358,      13.218,      13.267,      13.264,
Temperature,   324.961,      13.104,      13.186,      13.181,      13.336,      13.347,      13.209,      13.259,      13.258,
Temperature,   325.003,      13.107,      13.179,      13.174,      13.327,      13.339,      13.202,      13.252,      13.254,
Temperature,   325.045,      13.106,      13.169,      13.155,      13.320,      13.334,      13.195,      13.246,      13.250,
Temperature,   325.086,      13.101,      13.160,      13.153,      13.314,      13.329,      13.189,      13.240,      13.247,
Temperature,   325.128,      13.090,      13.146,      13.146,      13.309,      13.323,      13.182,      13.234,      13.242,
Temperature,   325.170,      13.080,      13.134,      13.136,      13.304,      13.317,      13.176,      13.229,      13.238,
Temperature,   325.211,      13.070,      13.119,      13.126,      13.299,      13.312,      13.170,      13.223,      13.232,
Temperature,   325.253,      13.058,      13.108,      13.111,      13.295,      13.307,      13.164,      13.217,      13.227,
Temperature,   325.295,      13.048,      13.097,      13.100,      13.289,      13.302,      13.158,      13.211,      13.221,
Temperature,   325.336,      13.038,      13.087,      13.083,      13.285,      13.299,      13.156,      13.205,      13.215,
Temperature,   325.378,      13.030,      13.079,      13.081,      13.281,      13.293,      13.152,      13.201,      13.211,
Temperature,   325.420,      13.019,      13.074,      13.075,      13.279,      13.289,      13.150,      13.198,      13.208,
Temperature,   325.461,      13.011,      13.064,      13.071,      13.277,      13.286,      13.147,      13.196,      13.206,
Temperature,   325.503,      13.007,      13.059,      13.063,      13.274,      13.283,      13.146,      13.194,      13.205,
Temperature,   325.545,      13.004,      13.058,      13.058,      13.270,      13.280,      13.143,      13.191,      13.203,
Temperature,   325.586,      12.994,      13.050,      13.054,      13.266,      13.276,      13.139,      13.188,      13.201,
Temperature,   325.628,      12.984,      13.038,      13.045,      13.263,      13.273,      13.136,      13.184,      13.199,
Temperature,   325.670,      12.976,      13.031,      13.035,      13.260,      13.270,      13.133,      13.181,      13.196,
Temperature,   325.711,      12.965,      13.022,      13.027,      13.257,      13.267,      13.129,      13.177,      13.193,
Temperature,   325.753,      12.953,      13.011,      13.011,      13.254,      13.267,      13.130,      13.174,      13.190,
Temperature,   325.794,      12.945,      13.001,      12.999,      13.251,      13.265,      13.145,      13.170,      13.187,
Temperature,   325.836,      12.937,      12.992,      12.988,      13.249,      13.261,      13.154,      13.166,      13.183,
Temperature,   325.878,      12.927,      12.982,      12.985,      13.245,      13.254,      13.150,      13.163,      13.178,
Temperature,   325.920,      12.918,      12.974,      12.977,      13.241,      13.248,      13.145,      13.159,      13.174,
Temperature,   325.961,      12.906,      12.962,      12.967,      13.237,      13.244,      13.141,      13.155,      13.170,
Temperature,   326.003,      12.892,      12.951,      12.953,      13.232,      13.239,      13.136,      13.151,      13.166,
Temperature,   326.045,      12.878,      12.943,      12.949,      13.226,      13.234,      13.131,      13.146,      13.161,
Temperature,   326.086,      12.857,      12.928,      12.934,      13.221,      13.229,      13.125,      13.141,      13.157,
Temperature,   326.128,      12.830,      12.907,      12.919,      13.217,      13.225,      13.121,      13.137,      13.152,
Temperature,   326.170,      12.815,      12.890,      12.901,      13.213,      13.220,      13.115,      13.133,      13.149,
Temperature,   326.212,      12.799,      12.879,      12.890,      13.210,      13.216,      13.111,      13.129,      13.146,
Temperature,   326.253,      12.777,      12.868,      12.871,      13.206,      13.212,      13.107,      13.126,      13.143,
Temperature,   326.295,      12.758,      12.852,      12.857,      13.201,      13.209,      13.103,      13.122,      13.139,
Temperature,   326.336,      12.750,      12.840,      12.854,      13.197,      13.205,      13.099,      13.118,      13.136,
Temperature,   326.378,      12.753,      12.838,      12.844,      13.194,      13.203,      13.097,      13.116,      13.133,
Temperature,   326.420,      12.750,      12.831,      12.813,      13.192,      13.201,      13.096,      13.114,      13.131,
Temperature,   326.461,      12.748,      12.823,      12.819,      13.191,      13.200,      13.096,      13.113,      13.127,
Temperature,   326.503,      12.745,      12.825,      12.817,      13.189,      13.199,      13.096,      13.113,      13.122,
Temperature,   326.545,      12.733,      12.820,      12.812,      13.186,      13.197,      13.095,      13.112,      13.113,
Temperature,   326.586,      12.672,      12.778,      12.788,      13.181,      13.193,      13.091,      13.110,      13.099,
Temperature,   326.628,      12.631,      12.743,      12.753,      13.174,      13.187,      13.086,      13.108,      13.081,
Temperature,   326.670,      12.695,      12.770,      12.764,      13.164,      13.180,      13.081,      13.108,      13.066,
Temperature,   326.711,      12.718,      12.789,      12.787,      13.147,      13.170,      13.074,      13.106,      13.054,
Temperature,   326.753,      12.674,      12.755,      12.762,      13.126,      13.155,      13.066,      13.104,      13.037,
Temperature,   326.794,      12.705,      12.758,      12.754,      13.109,      13.138,      13.057,      13.103,      13.023,
Temperature,   326.836,      12.731,      12.744,      12.756,      13.100,      13.123,      13.049,      13.101,      13.020,
Temperature,   326.878,      12.734,      12.781,      12.764,      13.098,      13.114,      13.043,      13.099,      13.026,
Temperature,   326.919,      12.702,      12.783,      12.788,      13.098,      13.109,      13.039,      13.097,      13.031,
Temperature,   326.961,      12.546,      12.698,      12.750,      13.101,      13.109,      13.035,      13.093,      13.034,
Temperature,   327.003,      12.524,      12.652,      12.654,      13.102,      13.109,      13.030,      13.087,      13.033,
Temperature,   327.045,      12.540,      12.653,      12.661,      13.101,      13.108,      13.025,      13.080,      13.030,
Temperature,   327.086,      12.530,      12.647,      12.652,      13.097,      13.105,      13.020,      13.074,      13.021,
Temperature,   327.128,      12.545,      12.652,      12.663,      13.093,      13.101,      13.014,      13.067,      13.012,
Temperature,   327.170,      12.557,      12.659,      12.663,      13.088,      13.096,      13.009,      13.059,      13.009,
Temperature,   327.211,      12.553,      12.654,      12.663,      13.083,      13.091,      13.003,      13.052,      13.006,
Temperature,   327.253,      12.552,      12.646,      12.652,      13.078,      13.085,      12.998,      13.045,      13.002,
Temperature,   327.295,      12.549,      12.639,      12.650,      13.073,      13.080,      12.993,      13.040,      12.997,
Temperature,   327.336,      12.547,      12.637,      12.642,      13.069,      13.075,      12.988,      13.036,      12.996,
Temperature,   327.378,      12.535,      12.624,      12.619,      13.064,      13.070,      12.983,      13.033,      12.995,
Temperature,   327.420,      12.519,      12.607,      12.613,      13.059,      13.066,      12.978,      13.028,      12.991,
Temperature,   327.461,      12.499,      12.591,      12.598,      13.054,      13.062,      12.973,      13.023,      12.986,
Temperature,   327.503,      12.493,      12.572,      12.580,      13.050,      13.059,      12.969,      13.017,      12.978,
Temperature,   327.545,      12.498,      12.588,      12.584,      13.048,      13.057,      12.966,      13.011,      12.972,
Temperature,   327.586,      12.512,      12.599,      12.595,      13.047,      13.055,      12.964,      13.007,      12.970,
Temperature,   327.628,      12.537,      12.616,      12.613,      13.046,      13.053,      12.962,      13.004,      12.971,
Temperature,   327.670,      12.542,      12.621,      12.625,      13.045,      13.052,      12.960,      13.001,      12.971,
